year,artists,name,popularity
1993,['Melissa Etheridge'],Come To My Window,55
1993,['Counting Crows'],Rain King,55
1993,['Babyface'],When Can I See You,55
1993,"['Snoop Dogg', 'Nancy Fletcher']",Lodi Dodi (feat. Nancy Fletcher),55
1993,['The Fleetwoods'],Come Softly To Me,55
1993,['Wu-Tang Clan'],Wu-Tang: 7th Chamber,55
1993,"['Bing Crosby', 'The Andrews Sisters', 'Vic Schoen & His Orchestra']",Pistol Packin' Mama - Single Version,55
1993,"['Snoop Dogg', 'Tha Dogg Pound', 'The Dramatics']",Doggy Dogg World (feat. Tha Dogg Pound & The Dramatics),55
1994,['Tracy Byrd'],The Keeper Of The Stars,55
1994,['Zhané'],Sending My Love,55
1994,['69 Boyz'],Tootsee Roll (Dance Version),55
1994,['Hootie & The Blowfish'],Time,55
1994,['Da Brat'],Funkdafied,55
1994,['Crash Test Dummies'],Mmm Mmm Mmm Mmm,55
1994,['Sponge'],Plowed,55
1994,['Townes Van Zandt'],Dead Flowers,55
1995,['Lonestar'],My Front Porch Looking In,55
1995,['Alanis Morissette'],You Oughta Know,55
1995,['The Jayhawks'],Blue,55
1995,['Merle Haggard'],I Think I ll Just Stay Here And Drink,55
1995,['Los Acosta'],Voy a pintar un corazón,55
1995,['Trisha Yearwood'],XXX's And OOO's (An American Girl),55
1995,['Jodeci'],Love U 4 Life,55
1995,['Slaughter'],Fly To The Angels,55
1995,['Tom T. Hall'],That's How I Got To Memphis,55
1995,['Faith Hill'],It Matters to Me,55
1995,['Selena'],I Could Fall In Love,55
1995,['Tevin Campbell'],Stand Out,55
1995,"[""D'Angelo""]",Cruisin',55
1995,['Whitney Houston'],Do You Hear What I Hear?,55
1996,['702'],Steelo,55
1996,['John Anderson'],Swingin',55
1996,"['Case', 'Foxy Brown', 'Mary J. Blige']",Touch Me Tease Me,55
1996,['Barenaked Ladies'],The Old Apartment,55
1996,['Lost Boyz'],Renee,55
1996,['Weezer'],El Scorcho,55
1996,"['""Weird Al"" Yankovic']","Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",55
1996,"['Foxy Brown', 'JAY-Z']",I'll Be,55
1996,['TOOL'],Pushit,55
1996,['The Tony Rich Project'],Nobody Knows,55
1997,['Jon B.'],Are U Still Down?,55
1997,['Brian McKnight'],Anytime,55
1997,['Everclear'],I Will Buy You A New Life,55
1997,['Our Lady Peace'],Superman's Dead,55
1997,['Insane Clown Posse'],Boogie Woogie Wu,55
1997,"['Fred Hammond', 'Radical For Christ']",No Weapon,55
1997,"['Mary J. Blige', ""Lil' Kim""]",I Can Love You,55
1997,['Jimi Hendrix'],Voodoo Child (Slight Return),55
1997,['Misfits'],Hybrid Moments,55
1998,['Xscape'],My Little Secret,55
1998,"['2Pac', 'Danny Boy']",I Ain't Mad At Cha,55
1998,"['Marty Stuart', 'Earl Scruggs', 'Clint Black', 'Joe Diffie', 'Merle Haggard', 'Emmylou Harris', 'Alison Krauss', 'Patty Loveless', 'Ricky Skaggs', 'Pam Tillis', 'Randy Travis', 'Travis Tritt', 'Dwight Yoakam']",Same Old Train,55
1998,['Fastball'],Out Of My Head,55
1998,['Toby Keith'],Should've Been A Cowboy,55
1998,['OutKast'],Da Art of Storytellin' (Pt. 1),55
1998,['Neutral Milk Hotel'],Two-Headed Boy,55
1998,['The Ink Spots'],We'll Meet Again,55
1999,['South Park Mexican'],Wiggy,55
1999,['Moby'],Porcelain,55
1999,['The Chicks'],Ready to Run,55
2000,['Jill Scott'],A Long Walk,55
2000,['Phish'],Farmhouse,55
2000,['Musiq Soulchild'],Love,55
2000,['K-Ci & JoJo'],Crazy,55
2000,"['Hank Williams, Jr.']",Family Tradition,55
2000,['Avant'],Separated,55
2000,['Black Rob'],Whoa!,55
2000,['Ryan Adams'],"To Be Young (Is to Be Sad, Is to Be High)",55
2000,"['Emmylou Harris', 'Alison Krauss', 'Gillian Welch']",Didn't Leave Nobody But The Baby,55
2001,['The Strokes'],Is This It,55
2001,['Staind'],For You,55
2001,['Petey Pablo'],Raise Up,55
2001,['George Strait'],Run,55
2001,['Ricardo Montaner'],Bésame,55
2002,['Ten Years After'],I'd Love To Change The World,55
2002,['Smokey Robinson & The Miracles'],You've Really Got A Hold On Me - Alternate Stereo Mix,55
2002,['Conjunto Primavera'],Una Vez Más,55
2002,['Blues Traveler'],Run-Around,55
2002,['Village People'],Ymca,55
2003,['Dido'],White Flag,55
2003,['blink-182'],Always,55
2003,"['Freeway', 'JAY-Z', 'Beanie Sigel']",What We Do,55
2003,['Explosions In The Sky'],Your Hand In Mine,55
2003,['Avant'],Read Your Mind,55
2004,['Ashlee Simpson'],Pieces Of Me,55
2004,['Jill Scott'],Golden,55
2005,['Reik'],Yo Quisiera,55
2005,['Panic! At The Disco'],"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",55
1966,['Adriano Celentano'],Il Ragazzo Della Via Gluck - Remastered,55
1969,['Janis Joplin'],Kozmic Blues,55
1969,['Jorge Ben Jor'],Take It Easy My Brother Charles,55
1970,['Rodríguez'],I Think Of You,55
1971,['Nina Simone'],Just Like a Woman - Remastered,55
1973,['Elvis Presley'],My Way - Live at the Honolulu International Center,55
1973,['ABBA'],Ring Ring - English Version,55
1973,['Slade'],Cum on Feel the Noize,55
1975,['José Luis Perales'],Y te vas,55
1976,['Santana'],Europa (Earth's Cry Heaven's Smile),55
1976,['ABBA'],"My Love, My Life",55
1977,['The Stranglers'],Peaches - 1996 Remaster,55
1977,['CHIC'],Everybody Dance - 2018 Remaster,55
1937,['Robert Johnson'],Cross Road Blues,54
1939,['Glenn Miller'],Moonlight Serenade,54
1945,['Bing Crosby'],Silent Night,54
1954,['Nat King Cole'],Mona Lisa,54
1955,['Bill Haley & His Comets'],"Shake, Rattle And Roll",54
1956,['Elvis Presley'],Blue Moon - Take 9/M,54
1956,"['Louis Prima', 'Keely Smith', 'Sam Butera & The Witnesses']",Just A Gigolo / I Ain't Got Nobody - Medley / Remastered,54
1957,['Frank Sinatra'],With Every Breath I Take - Remastered,54
1958,['Ricky Nelson'],Poor Little Fool - Remastered,54
1958,['Chuck Berry'],Sweet Little Sixteen,54
1958,['Billie Holiday'],I'm a Fool to Want You,54
1958,['José Alfredo Jimenez'],Un Mundo Raro,54
1959,['Marty Robbins'],The Master's Call,54
1959,['Frank Sinatra'],Just In Time - 1998 Remaster,54
1959,['Ray Charles'],It Had to Be You,54
1960,['Elvis Presley'],Pocketful of Rainbows,54
1960,['Ray Conniff'],Stranger In Paradise,54
1961,['Jimmy Dean'],Big Bad John,54
1961,['The Dave Brubeck Quartet'],Unsquare Dance,54
1961,"['Franz Schubert', 'Eugene Ormandy', 'Philadelphia Orchestra']",Serenade,54
1962,['Gene Chandler'],Duke of Earl,54
1962,['Dexter Gordon'],I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999,54
1962,"['Nancy Wilson', 'Cannonball Adderley']",The Masquerade Is Over,54
1962,['Andy Williams'],A Summer Place,54
1963,['Lesley Gore'],"Sunshine, Lollipops And Rainbows",54
1963,['The Beatles'],Please Mister Postman - Remastered 2009,54
1963,['The Lively Ones'],Surf Rider,54
1963,['Elvis Presley'],It's Now or Never,54
1964,['Sam Cooke'],A Change Is Gonna Come,54
1964,['Jay & The Americans'],Come A Little Bit Closer,54
1964,['Oscar Peterson Trio'],Quiet Nights Of Quiet Stars (Corcovado),54
1964,['Frank Sinatra'],Three Coins In The Fountain,54
1964,['Charles Aznavour'],Que c'est triste Venise,54
1965,['Julie Andrews'],My Favorite Things,54
1965,['Chet Baker'],Born To Be Blue,54
1965,['Bob Dylan'],Ballad of a Thin Man,54
1965,['The Rolling Stones'],As Tears Go By - Mono Version,54
1966,['Hank Williams'],I'm So Lonesome I Could Cry,54
1966,['The Beatles'],She Said She Said - Remastered 2009,54
1966,['Count Five'],Psychotic Reaction,54
1966,['The Association'],Along Comes Mary,54
1966,['Martha Reeves & The Vandellas'],Jimmy Mack,54
1966,['Simon & Garfunkel'],Kathy's Song,54
1966,['Nina Simone'],Love Me Or Leave Me,54
1967,['Brenton Wood'],Oogum Boogum Song,54
1967,['Captain Beefheart & His Magic Band'],I'm Glad,54
1967,"['Marvin Gaye', 'Tammi Terrell']",Your Precious Love,54
1967,['Jimi Hendrix'],If 6 Was 9,54
1967,['Thelonious Monk'],"Straight, No Chaser",54
1967,"['Big Brother & The Holding Company', 'Janis Joplin']",Call On Me,54
1967,['The Doors'],Back Door Man,54
1967,"['Antônio Carlos Jobim', 'Frank Sinatra']",Change Partners,54
1967,['The Beatles'],Your Mother Should Know - Remastered 2009,54
1967,['Nina Simone'],I Want a Little Sugar In My Bowl,54
1967,['Vicente Fernández'],Yo Quiero Ser,54
1967,['The Paragons'],The Tide Is High - Stereo Version,54
1967,['The Doors'],Strange Days,54
1967,['The Beach Boys'],Darlin' - Remastered,54
1967,['Engelbert Humperdinck'],Release Me,54
1967,['Leonard Cohen'],"Hey, That's No Way to Say Goodbye",54
1968,['The Temptations'],I Wish It Would Rain,54
1968,['Deep Purple'],Hush,54
1968,['Steppenwolf'],The Pusher,54
1968,['Clarence Carter'],Slip Away,54
1968,['Neil Diamond'],Cherry Cherry,54
1968,"['Frank Sinatra', 'Duke Ellington']",All I Need Is The Girl,54
1968,['The Beatles'],Martha My Dear - Remastered 2009,54
1968,['Marty Robbins'],Love Is Blue,54
1968,['Engelbert Humperdinck'],Spanish Eyes,54
1969,['Tommy James & The Shondells'],Crimson & Clover - Single Version; Mono,54
1969,['The Temptations'],I Can't Get Next To You,54
1969,['Led Zeppelin'],Bring It on Home - Remaster,54
1969,['The Beatles'],Polythene Pam - Remastered 2009,54
1969,['The Rolling Stones'],Let It Bleed,54
1969,['Thunderclap Newman'],Something In The Air,54
1969,['King Crimson'],I Talk To The Wind,54
1969,['Johnny Winter'],Be Careful With a Fool,54
1969,['Stevie Wonder'],"Yester-Me, Yester-You, Yesterday",54
1970,['Grateful Dead'],Uncle John's Band - 2013 Remaster,54
1970,['Grateful Dead'],Box of Rain - 2013 Remaster,54
1970,['Jimmy Cliff'],"Wonderful World, Beautiful People - Single Version",54
1970,['Carpenters'],We've Only Just Begun,54
1970,['The Partridge Family'],I Think I Love You,54
1970,['Van Morrison'],And It Stoned Me - 2013 Remaster,54
1970,['Van Morrison'],Crazy Love - 2013 Remaster,54
1970,['Led Zeppelin'],Gallows Pole - Remaster,54
1970,['The Kinks'],This Time Tomorrow,54
1970,['Neil Young'],Southern Man,54
1970,['Eric Clapton'],Let It Rain,54
1970,['Van Morrison'],Moondance - 2013 Remaster,54
1970,['The Beatles'],Two Of Us - Remastered 2009,54
1970,['Yusuf / Cat Stevens'],Trouble,54
1970,['Cornelio Reyna'],Mi tesoro,54
1970,['Derek & The Dominos'],Have You Ever Loved A Woman?,54
1971,['Jonathan Edwards'],Sunshine (Go Away Today),54
1971,['Yes'],"I've Seen All Good People: a. Your Move, b. All Good People - 2003 Remaster",54
1971,['Badfinger'],Day After Day - Remastered 2010,54
1971,['Joni Mitchell'],All I Want,54
1971,['Led Zeppelin'],Black Dog - 1990 Remaster,54
1971,"['Paul McCartney', 'Linda McCartney']",Another Day - Remastered 2012,54
1972,['Jerry Garcia'],Sugaree,54
1972,"['Ricky Nelson', 'The Stone Canyon Band']",Garden Party,54
1972,['Al Green'],I'm Still in Love with You,54
1972,['Townes Van Zandt'],Poncho & Lefty,54
1972,['Steely Dan'],Only A Fool Would Say That,54
1972,['ZZ Top'],Just Got Paid,54
1972,['The Kinks'],Supersonic Rocket Ship,54
1972,"['Emerson, Lake & Palmer']",From the Beginning,54
1972,['The Rolling Stones'],Rocks Off,54
1972,['Marvin Gaye'],Trouble Man,54
1972,['Bill Withers'],Kissing My Love,54
1972,['Johnny Cash'],A Thing Called Love,54
1972,['Los Terricolas'],Llorarás,54
1972,['Creedence Clearwater Revival'],Hello Mary Lou,54
1973,['John Prine'],Sweet Revenge,54
1973,['Ringo Starr'],It Don't Come Easy,54
1973,['Bruce Springsteen'],Rosalita (Come Out Tonight),54
1973,['Wings'],Let Me Roll It - Remastered 2010,54
1973,['Tower Of Power'],What Is Hip?,54
1973,['Elton John'],Funeral For A Friend / Love Lies Bleeding - Remastered 2014,54
1973,['Elton John'],Pinball Wizard,54
1973,['The Wailers'],Burnin' And Lootin',54
1974,['Johnny Cash'],Ragged Old Flag,54
1974,['Aerosmith'],Same Old Song and Dance,54
1974,"['Grover Washington, Jr.']",Mister Magic,54
1974,['Frank Zappa'],Uncle Remus,54
1974,['Bob Dylan'],Forever Young - Slow Version,54
1974,['John Lennon'],#9 Dream - Remastered 2010,54
1974,"['Paul Anka', 'Odia Coates']",(You're) Having My Baby,54
1974,['Yusuf / Cat Stevens'],Oh Very Young,54
1974,"['Elis Regina', 'Antônio Carlos Jobim']",Triste,54
1974,['Julio Iglesias'],Por El Amor De Una Mujer,54
1975,['Foghat'],Slow Ride,54
1975,"['John Coltrane', 'Johnny Hartman']",My One And Only Love,54
1975,"['Rufus', 'Chaka Khan']",Sweet Thing,54
1975,"['Earth, Wind & Fire']",Can't Hide Love,54
1975,['Susan Sarandon'],"Touch-A, Touch-A, Touch Me",54
1975,['Led Zeppelin'],Custard Pie - 1990 Remaster,54
1975,['Bruce Springsteen'],Backstreets,54
1975,['Bee Gees'],Nights On Broadway,54
1975,['Elton John'],Lucy In The Sky With Diamonds,54
1975,['Héctor Lavoe'],Mi Gente,54
1975,['Burning Spear'],Marcus Garvey,54
1976,['Patti LaBelle'],If Only You Knew,54
1976,"['Eric Burdon', 'War']",Spill The Wine,54
1976,['Heatwave'],Always and Forever - Edit,54
1976,['James Taylor'],Shower the People - 2019 Remaster,54
1976,['Seals and Crofts'],Get Closer,54
1976,['Rose Royce'],Car Wash,54
1976,['Boston'],Hitch a Ride,54
1976,['Eagles'],Victim of Love - 2013 Remaster,54
1976,['Eagles'],Wasted Time - 2013 Remaster,54
1976,['Roy Ayers'],Searching,54
1976,['Mort Garson'],Plantasia,54
1976,['Andrew Gold'],Lonely Boy,54
1977,['Sex Pistols'],Anarchy in the U.K.,54
1977,['Queen'],We Are The Champions,54
1977,['Jimmy Buffett'],"Changes In Latitudes, Changes In Attitudes",54
1977,['Eddie Money'],Take Me Home Tonight,54
1977,['Steve Miller Band'],Jungle Love,54
1977,['Lynyrd Skynyrd'],What's Your Name,54
1977,"['Earth, Wind & Fire']",Love's Holiday,54
1977,['Bob Welch'],Sentimental Lady,54
1977,['Cliff Richard'],Devil Woman,54
1977,"['Crosby, Stills & Nash']",Dark Star,54
1977,"['John Williams', 'London Symphony Orchestra']",Cantina Band,54
1977,['Talking Heads'],Sugar on My Tongue - 2005 Remaster,54
1977,['Muddy Waters'],I'm Your Hoochie Coochie Man,54
1977,"['Neil Young', 'Crazy Horse']",Like a Hurricane - 2017 Remaster,54
1978,['Queen'],Fat Bottomed Girls,54
1978,['Queen'],Bicycle Race - Remastered 2011,54
1978,['Eddie Money'],Gimme Some Water,54
1978,['Carpenters'],(There's No Place Like) Home For The Holidays,54
1978,"['Kenny Loggins', 'Stevie Nicks']","Whenever I Call You ""Friend"" (feat. Stevie Nicks)",54
1978,['Poco'],Crazy Love,54
1978,['The Doobie Brothers'],Minute by Minute,54
1978,['Van Halen'],I'm the One - 2015 Remaster,54
1978,['Taeko Onuki'],4:00A.M.,54
1978,['Blondie'],Once I Had A Love (AKA The Disco Song) - Remastered,54
1979,['Tom Petty and the Heartbreakers'],Here Comes My Girl,54
1979,['Kermit'],"Rainbow Connection - From ""The Muppet Movie""/Soundtrack Version",54
1979,['Eagles'],In the City - 2013 Remaster,54
1979,['Pink Floyd'],In the Flesh,54
1979,['Pink Floyd'],The Show Must Go On,54
1979,['Pink Floyd'],Don't Leave Me Now,54
1979,['Buzzcocks'],Why Can't I Touch It? - 2001 Remastered Version,54
1980,['The Cure'],A Forest - 2006 Remaster,54
1980,['Zapp'],More Bounce to the Ounce,54
1980,['ABBA'],Lay All Your Love On Me,54
1980,['Benny Mardones'],Into The Night,54
1980,['Bauhaus'],Dark Entries,54
1980,['Los Baron De Apodaca'],Cuando Nadie Te Quiera,54
1980,['Georgie Fame & The Blue Flames'],"Yeh, Yeh",54
1981,['Queen'],Somebody To Love,54
1981,"['Rick James', 'Teena Marie']",Fire And Desire,54
1981,['Ronnie Milsap'],I Wouldn't Have Missed It For The World,54
1981,['Ozzy Osbourne'],Flying High Again,54
1981,['The J. Geils Band'],Freeze-Frame,54
1981,['Ozzy Osbourne'],Over the Mountain,54
1981,['Prince'],Controversy,54
1981,['Frank Sinatra'],Bang Bang (My Baby Shot Me Down),54
1981,['Lee Ritenour'],Is It You?,54
1981,['George Harrison'],All Those Years Ago - Remastered 2004,54
1981,['Sheena Easton'],Morning Train (Nine to Five) - Edit,54
1982,['Iron Maiden'],Hallowed Be Thy Name - 2015 Remaster,54
1982,['Modern English'],"I Melt with You (7"" Mix)",54
1982,"['Hank Williams, Jr.']",All My Rowdy Friends (Have Settled Down),54
1982,['Yaz'],Only You,54
1982,['George Clinton'],Atomic Dog,54
1982,['Van Halen'],Little Guitars - 2015 Remaster,54
1982,['Bob Seger'],Roll Me Away,54
1982,['Patrice Rushen'],Remind Me,54
1982,"['Afrika Bambaataa', 'The Soulsonic Force']",Planet Rock,54
1982,['Sheriff'],When I'm With You,54
1982,['Bad Brains'],Banned in D.C.,54
1982,"['Eddie Rabbitt', 'Crystal Gayle']",You And I,54
1982,"['Frédéric Chopin', 'Daniel Barenboim']","Nocturne No.6 In G Minor, Op.15 No.3",54
1983,['Men Without Hats'],The Safety Dance - Extended Dance Version,54
1983,['Soda Stereo'],De Música Ligera,54
1983,['The Tubes'],She's A Beauty - Remastered 1991,54
1983,['Eddie Money'],Think I'm In Love,54
1983,['Bryan Adams'],Straight From The Heart,54
1983,['Lindsey Buckingham'],Holiday Road - National Lampoon's Vacation,54
1983,['Danny & The Juniors'],At The Hop,54
1983,['Madonna'],Lucky Star,54
1983,['New Order'],Your Silent Face - 2015 Remaster,54
1983,"['George Frideric Handel', 'The English Concert', 'Trevor Pinnock']","Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",54
1983,['Stevie Ray Vaughan'],Love Struck Baby,54
1983,['Slayer'],Black Magic,54
1983,['Pink Floyd'],The Final Cut,54
1983,['Men At Work'],It's A Mistake,54
1984,['Iron Maiden'],2 Minutes to Midnight - 2015 Remaster,54
1984,['Echo & the Bunnymen'],The Killing Moon,54
1984,['Metallica'],Ride The Lightning (Remastered),54
1984,['Survivor'],High on You,54
1984,['The Judds'],Mama He's Crazy,54
1984,['Stevie Ray Vaughan'],Voodoo Child (Slight Return),54
1984,['Los Bukis'],Presiento Que Voy A Llorar,54
1984,['The Smiths'],Pretty Girls Make Graves - 2011 Remaster,54
1985,['George Strait'],The Chair,54
1985,['Los Invasores De Nuevo León'],Laurita Garza,54
1985,['Billy Idol'],Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001,54
1985,['Dan Seals'],Bop,54
1985,['George Thorogood & The Destroyers'],I Drink Alone,54
1985,['Freddie Jackson'],You Are My Lady,54
1985,['Killing Joke'],Eighties - 2007 Digital Remaster,54
1985,['The Dream Academy'],Life in a Northern Town,54
1985,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",Would I Lie to You? - Remastered Version,54
1985,['The Outfield'],Say It Isn't So,54
1985,['The Smiths'],The Headmaster Ritual - 2011 Remaster,54
1985,['Whitney Houston'],How Will I Know,54
1985,['Simple Minds'],Alive And Kicking,54
1985,"['Jeff Beck', 'Rod Stewart']",People Get Ready,54
1986,['The Bangles'],Walk Like an Egyptian,54
1986,['The Moody Blues'],Your Wildest Dreams,54
1986,['Bob Seger'],Like A Rock,54
1986,['David Lee Roth'],Yankee Rose,54
1986,['The Bangles'],Manic Monday,54
1986,['David Bowie'],As The World Falls Down,54
1986,['Harold Budd'],Olancha Farewell,54
1986,['Billy Joel'],A Matter of Trust,54
1986,['The Smiths'],Cemetry Gates - 2011 Remaster,54
1986,['Poison'],I Won't Forget You - Remastered,54
1986,['Siouxsie and the Banshees'],Cities In Dust,54
1987,['Echo & the Bunnymen'],Lips Like Sugar,54
1987,['George Strait'],All My Ex's Live In Texas,54
1987,['LL Cool J'],I'm Bad,54
1987,['Def Leppard'],Rocket,54
1987,['Def Leppard'],Armageddon It - Remastered 2017,54
1987,['Dead Kennedys'],Too Drunk to Fuck,54
1987,['Lou Gramm'],Midnight Blue,54
1987,['Fleetwood Mac'],Tango in the Night - Demo; 2017 Remaster,54
1987,['Richard Marx'],Hold On To The Nights,54
1987,['The Dixie Cups'],Chapel Of Love,54
1988,['Van Halen'],When It's Love,54
1988,['The Drifters'],This Magic Moment,54
1988,['Metallica'],...And Justice for All (Remastered),54
1988,['Dwight Yoakam'],Streets of Bakersfield,54
1988,['The Bangles'],Eternal Flame,54
1988,['Paula Abdul'],Cold Hearted,54
1988,['New Kids On The Block'],You Got It (The Right Stuff),54
1988,['Antonio Aguilar'],Ando Que Me Lleva,54
1989,['One Way'],Cutie Pie,54
1989,['The Cure'],Lullaby - 2010 Remaster,54
1989,['The Charlie Daniels Band'],(What This World Needs Is) A Few More Rednecks,54
1989,['After 7'],Ready Or Not,54
1989,['Queen'],I Want It All - Remastered 2011,54
1989,['Tom Petty'],Yer So Bad,54
1989,['Faster Pussycat'],House of Pain,54
1989,['Beastie Boys'],Shake Your Rump,54
1989,['Pixies'],Wave of Mutilation,54
1989,['Exodus'],The Toxic Waltz,54
1990,['Johnny Gill'],"My, My, My",54
1990,['Keith Whitley'],Don't Close Your Eyes,54
1990,['Depeche Mode'],Personal Jesus - 2006 Remaster,54
1990,['Donny Hathaway'],I Love You More Than You'll Ever Know,54
1990,['Hi-Five'],She's Playing Hard To Get,54
1990,['The Black Crowes'],Jealous Again,54
1990,['Depeche Mode'],Enjoy the Silence - 2006 Remaster,54
1990,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']",Silver Stallion,54
1990,['Kid Frost'],La Raza,54
1990,['Alice In Chains'],Bleed The Freak,54
1990,['Mazzy Star'],Halah,54
1990,['Los Temerarios'],Mi Corazón Te Quiere,54
1990,['Fleetwood Mac'],Skies the Limit,54
1990,['Los Temerarios'],Creo Que Voy a Llorar,54
1990,['Los Temerarios'],Derrotado y Sin Cariño,54
1990,['Suicidal Tendencies'],You Can't Bring Me Down,54
1990,"['Hugh Martin', 'Mel Tormé']",Have Yourself a Merry Little Christmas - Voice,54
1990,['A Tribe Called Quest'],Luck of Lucien,54
1991,['Enya'],Caribbean Blue,54
1991,['Jodeci'],Stay,54
1991,['Genesis'],I Can't Dance - 2007 Remaster,54
1991,['Nirvana'],On A Plain,54
1992,['Iron Maiden'],Fear of the Dark - 2015 Remaster,54
1992,['Mary J. Blige'],Sweet Thing,54
1992,['SWV'],You're Always On My Mind,54
1992,"['Shai', 'Bill Appleberry']",If I Ever Fall In Love,54
1992,['Vince Gill'],I Still Believe In You,54
1992,['TOOL'],Opiate,54
1993,['Tracy Lawrence'],Alibis,54
1993,['Mint Condition'],U Send Me Swingin',54
1993,['Faith Hill'],Wild One,54
1993,"['Johnny Maestro', 'The Crests']",16 Candles,54
1993,['Butthole Surfers'],Who Was In My Room Last Night?,54
1993,['Raulin Rodriguez'],Nereyda,54
1993,['Salt-N-Pepa'],None Of Your Business,54
1993,['Wu-Tang Clan'],Clan In Da Front,54
1993,['Melvins'],Honey Bucket,54
1994,['Mary J. Blige'],My Life,54
1994,['Mary J. Blige'],Be Happy,54
1994,['Joe Diffie'],Pickup Man,54
1994,['David Lee Murphy'],Party Crowd,54
1994,['BlackHawk'],Goodbye Says It All,54
1994,['Raffi'],Bananaphone,54
1994,['The Wiggles'],Hot Potato,54
1994,['Sublime'],Boss D.J.,54
1995,['Corona'],The Rhythm of the Night,54
1995,['Garbage'],Only Happy When It Rains,54
1995,['Xscape'],Who Can I Run To,54
1995,['Pancho Barraza'],Ignoraste Mis Lágrimas,54
1995,['Monica'],Why I Love You So Much,54
1995,['No Doubt'],Sunday Morning,54
1995,['Bone Thugs-N-Harmony'],Mo'murda,54
1995,['Tom T. Hall'],I Like Beer,54
1995,['Hum'],Stars,54
1995,['Misfits'],Halloween,54
1995,['Ice Cube'],Friday,54
1996,['Cake'],The Distance,54
1996,['Kenny Chesney'],Back Where I Come From,54
1996,['Dave Matthews Band'],#41,54
1996,['Do Or Die'],Po Pimp,54
1996,['OMC'],How Bizarre,54
1996,"['JAY-Z', 'Mary J. Blige']",Can't Knock The Hustle,54
1996,['Mark Chesnutt'],Goin' Through The Big D,54
1996,['Metallica'],Until It Sleeps,54
1996,['Better Than Ezra'],Desperately Wanting,54
1996,['Beck'],Where It's At,54
1996,['Modest Mouse'],Dramamine,54
1997,['Luis Miguel'],Por Debajo De La Mesa,54
1997,['Tony! Toni! Toné!'],Anniversary,54
1997,['*NSYNC'],I Want You Back - Radio Edit,54
1997,['Third Eye Blind'],Graduate,54
1997,['Night Ranger'],Sister Christian,54
1997,['Misfits'],Dig Up Her Bones,54
1997,['Kenny Loggins'],"I'm Alright - Theme from ""Caddyshack""",54
1997,['Elliott Smith'],Angeles,54
1997,['Taj Mahal'],Queen Bee,54
1998,['Robert Earl Keen'],Feelin' Good Again,54
1998,['George Strait'],I Just Want To Dance With You,54
1998,['Godsmack'],Keep Away,54
1998,['Monster Magnet'],Space Lord,54
1998,"['The LOX', 'DMX', ""Lil' Kim""]","Money, Power & Respect (feat. DMX & Lil' Kim)",54
1998,['112'],Anywhere,54
1999,['Case'],Happily Ever After,54
1999,['Ray Wylie Hubbard'],Conversation With The Devil,54
1999,['Celly Cel'],It's Goin' Down,54
1999,['Xscape'],Just Kickin' It,54
1999,['Pure Prairie League'],Amie,54
1999,['Silk'],Meeting in My Bedroom,54
2000,['Jill Scott'],He Loves Me (Lyzel in E Flat),54
2000,['Johnny Cash'],I Won't Back Down,54
2000,['Mýa'],Case Of The Ex (Whatcha Gonna Do),54
2000,['Jessica Andrews'],Who I Am,54
2000,['Steve Holy'],Good Morning Beautiful,54
2001,['South Park Mexican'],Stay on Your Grind - Screwed,54
2002,"['Diddy', 'Ginuwine', 'Loon', 'Mario Winans', 'Tammy Ruggieri']",I Need A Girl PT II - Album Version (Edited),54
2002,['Avant'],Makin' Good Love,54
2002,['Dave Matthews Band'],Where Are You Going,54
2003,"['Cam’ron', 'Juelz Santana', 'Freekey Zeekey', 'Toya']",Hey Ma,54
2003,['The Chords'],Sh-Boom - Single Version,54
2004,['Styx'],Come Sail Away,54
1968,['Jacques Dutronc'],"Il est cinq heures, Paris s'éveille",54
1968,['Sandro'],Porque Yo Te Amo,54
1969,['Leonard Cohen'],The Partisan,54
1971,['Baby Huey & The Baby Sitters'],Hard Times,54
1971,"['Ennio Morricone', 'Joan Baez']",Here's to you (feat. Joan Baez),54
1971,['Calixto Ochoa'],Los sabanales,54
1973,['Cass Elliot'],Make Your Own Kind Of Music,54
1973,"['Willie Colón', 'Héctor Lavoe']",Todo Tiene Su Final,54
1973,['Mike Oldfield'],Tubular Bells - Pt. I,54
1975,['Don Williams'],You're My Best Friend,54
1975,['Yumi Arai'],ルージュの伝言,54
1976,['Bob Marley & The Wailers'],Positive Vibration,54
1976,['Bee Gees'],Love So Right,54
1976,['The Isley Brothers'],"Harvest for the World, Pt. 1 - Single Version",54
1976,['David Bowie'],Wild Is the Wind - 2016 Remaster,54
1977,['Bread'],Lost Without Your Love,54
1977,['Brian Eno'],By This River - 2004 Digital Remaster,54
1933,['Art Tatum'],Tea for Two,53
1945,"['Bing Crosby', 'Carol Richards']",Silver Bells,53
1945,"['Bing Crosby', 'The Andrews Sisters']",Jingle Bells,53
